source_row_id,scenario,scenario_family,rail,payment_method,intent_amount,expected_settlement_amount,expected_unmatched_amount,expected_under_settlement_amount,expected_reversal_amount,expected_total_leakage_amount,has_settlement,settlement_delay_days,blank_provider_ref,blank_bank_ref,blank_client_ref
39,under_settle_30,under,IMPS,BANK_TRANSFER,2111.47,1478.03,0.00,633.44,0.00,633.44,true,3,false,false,false
40,clean_delay_2d,clean_delay,UPI,UPI,2898.91,2898.91,0.00,0.00,0.00,0.00,true,2,false,false,false
41,clean,clean,IMPS,BANK_TRANSFER,2188.95,2188.95,0.00,0.00,0.00,0.00,true,0,false,false,false
42,unmatched_intent,unmatched,UPI,UPI,4943.89,0.00,4943.89,0.00,0.00,4943.89,false,0,false,false,false
43,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,1135.28,1135.28,0.00,0.00,0.00,0.00,true,2,false,false,false
44,clean,clean,UPI,UPI,4540.43,4540.43,0.00,0.00,0.00,0.00,true,0,false,false,false
45,under_settle_08,under,IMPS,BANK_TRANSFER,1504.83,1384.44,0.00,120.39,0.00,120.39,true,1,false,false,false
46,ref_stress_clean,ref_stress,IMPS,BANK_TRANSFER,1831.70,1831.70,0.00,0.00,0.00,0.00,true,1,true,true,false
47,clean_delay_2d,clean_delay,UPI,UPI,3982.64,3982.64,0.00,0.00,0.00,0.00,true,2,false,false,false
48,under_settle_30,under,UPI,UPI,739.49,517.64,0.00,221.85,0.00,221.85,true,3,false,false,false
49,clean,clean,UPI,UPI,2641.82,2641.82,0.00,0.00,0.00,0.00,true,0,false,false,false
50,under_settle_15,under,UPI,UPI,4470.24,3799.70,0.00,670.54,0.00,670.54,true,2,false,false,false
51,under_settle_15_ref_stress,under_ref_stress,IMPS,BANK_TRANSFER,4931.91,4192.12,0.00,739.79,0.00,739.79,true,4,true,false,false
52,ref_stress_clean,ref_stress,UPI,UPI,4408.06,4408.06,0.00,0.00,0.00,0.00,true,1,true,true,false
53,clean,clean,IMPS,BANK_TRANSFER,4666.60,4666.60,0.00,0.00,0.00,0.00,true,0,false,false,false
54,under_settle_30,under,UPI,UPI,2079.55,1455.69,0.00,623.86,0.00,623.86,true,3,false,false,false
55,unmatched_intent,unmatched,UPI,UPI,4077.58,0.00,4077.58,0.00,0.00,4077.58,false,0,false,false,false
56,under_settle_08,under,UPI,UPI,4818.82,4433.31,0.00,385.51,0.00,385.51,true,1,false,false,false
57,under_settle_15,under,UPI,UPI,4501.72,3826.46,0.00,675.26,0.00,675.26,true,2,false,false,false
58,clean,clean,UPI,UPI,2993.17,2993.17,0.00,0.00,0.00,0.00,true,0,false,false,false
59,clean,clean,UPI,UPI,3790.63,3790.63,0.00,0.00,0.00,0.00,true,0,false,false,false
60,ref_stress_clean,ref_stress,IMPS,BANK_TRANSFER,705.04,705.04,0.00,0.00,0.00,0.00,true,1,true,true,false
61,clean,clean,IMPS,BANK_TRANSFER,1683.79,1683.79,0.00,0.00,0.00,0.00,true,0,false,false,false
62,clean,clean,IMPS,BANK_TRANSFER,3673.83,3673.83,0.00,0.00,0.00,0.00,true,0,false,false,false
63,under_settle_08,under,IMPS,BANK_TRANSFER,4801.82,4417.67,0.00,384.15,0.00,384.15,true,1,false,false,false
64,clean,clean,IMPS,BANK_TRANSFER,3558.93,3558.93,0.00,0.00,0.00,0.00,true,0,false,false,false
65,unmatched_intent,unmatched,UPI,UPI,706.36,0.00,706.36,0.00,0.00,706.36,false,0,false,false,false
66,clean,clean,IMPS,BANK_TRANSFER,4459.39,4459.39,0.00,0.00,0.00,0.00,true,0,false,false,false
67,clean,clean,UPI,UPI,760.19,760.19,0.00,0.00,0.00,0.00,true,0,false,false,false
68,unmatched_intent,unmatched,UPI,UPI,1526.52,0.00,1526.52,0.00,0.00,1526.52,false,0,false,false,false
69,clean,clean,UPI,UPI,2533.89,2533.89,0.00,0.00,0.00,0.00,true,0,false,false,false
70,under_settle_15,under,IMPS,BANK_TRANSFER,1544.37,1312.71,0.00,231.66,0.00,231.66,true,2,false,false,false
71,clean,clean,UPI,UPI,769.11,769.11,0.00,0.00,0.00,0.00,true,0,false,false,false
72,under_settle_30,under,IMPS,BANK_TRANSFER,1224.80,857.36,0.00,367.44,0.00,367.44,true,3,false,false,false
73,ref_stress_clean,ref_stress,IMPS,BANK_TRANSFER,3722.08,3722.08,0.00,0.00,0.00,0.00,true,1,true,true,false
74,under_settle_08,under,UPI,UPI,4299.23,3955.29,0.00,343.94,0.00,343.94,true,1,false,false,false
75,clean,clean,IMPS,BANK_TRANSFER,753.63,753.63,0.00,0.00,0.00,0.00,true,0,false,false,false
76,clean,clean,IMPS,BANK_TRANSFER,3651.15,3651.15,0.00,0.00,0.00,0.00,true,0,false,false,false
77,under_settle_08,under,IMPS,BANK_TRANSFER,625.64,575.59,0.00,50.05,0.00,50.05,true,1,false,false,false
78,clean,clean,UPI,UPI,2720.37,2720.37,0.00,0.00,0.00,0.00,true,0,false,false,false
79,ref_stress_clean,ref_stress,UPI,UPI,1012.12,1012.12,0.00,0.00,0.00,0.00,true,1,true,true,false
80,clean,clean,UPI,UPI,1639.31,1639.31,0.00,0.00,0.00,0.00,true,0,false,false,false
81,clean_delay_2d,clean_delay,UPI,UPI,605.88,605.88,0.00,0.00,0.00,0.00,true,2,false,false,false
82,under_settle_08,under,IMPS,BANK_TRANSFER,454.82,418.43,0.00,36.39,0.00,36.39,true,1,false,false,false
83,clean,clean,UPI,UPI,2854.52,2854.52,0.00,0.00,0.00,0.00,true,0,false,false,false
84,unmatched_intent,unmatched,UPI,UPI,4772.15,0.00,4772.15,0.00,0.00,4772.15,false,0,false,false,false
85,ref_stress_clean,ref_stress,IMPS,BANK_TRANSFER,636.18,636.18,0.00,0.00,0.00,0.00,true,1,true,true,false
86,under_settle_08,under,UPI,UPI,1808.23,1663.57,0.00,144.66,0.00,144.66,true,1,false,false,false
87,clean,clean,IMPS,BANK_TRANSFER,3382.82,3382.82,0.00,0.00,0.00,0.00,true,0,false,false,false
88,under_settle_30,under,UPI,UPI,1013.55,709.49,0.00,304.06,0.00,304.06,true,3,false,false,false
89,clean,clean,UPI,UPI,1719.82,1719.82,0.00,0.00,0.00,0.00,true,0,false,false,false
90,ref_stress_clean,ref_stress,IMPS,BANK_TRANSFER,944.55,944.55,0.00,0.00,0.00,0.00,true,1,true,true,false
91,clean,clean,UPI,UPI,3359.62,3359.62,0.00,0.00,0.00,0.00,true,0,false,false,false
92,under_settle_08,under,UPI,UPI,4615.54,4246.30,0.00,369.24,0.00,369.24,true,1,false,false,false
93,clean,clean,IMPS,BANK_TRANSFER,1190.57,1190.57,0.00,0.00,0.00,0.00,true,0,false,false,false
94,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,4572.22,4572.22,0.00,0.00,0.00,0.00,true,2,false,false,false
95,clean,clean,IMPS,BANK_TRANSFER,3055.22,3055.22,0.00,0.00,0.00,0.00,true,0,false,false,false
96,under_settle_30,under,UPI,UPI,1970.85,1379.60,0.00,591.25,0.00,591.25,true,3,false,false,false
97,under_settle_15_ref_stress,under_ref_stress,UPI,UPI,3143.31,2671.81,0.00,471.50,0.00,471.50,true,4,true,false,false
98,clean_delay_2d,clean_delay,UPI,UPI,2270.19,2270.19,0.00,0.00,0.00,0.00,true,2,false,false,false
99,clean,clean,UPI,UPI,725.28,725.28,0.00,0.00,0.00,0.00,true,0,false,false,false
100,under_settle_08,under,IMPS,BANK_TRANSFER,3072.67,2826.86,0.00,245.81,0.00,245.81,true,1,false,false,false
101,clean,clean,IMPS,BANK_TRANSFER,4126.25,4126.25,0.00,0.00,0.00,0.00,true,0,false,false,false
102,clean,clean,UPI,UPI,1501.68,1501.68,0.00,0.00,0.00,0.00,true,0,false,false,false
103,unmatched_intent,unmatched,UPI,UPI,1067.20,0.00,1067.20,0.00,0.00,1067.20,false,0,false,false,false
104,clean,clean,UPI,UPI,4640.04,4640.04,0.00,0.00,0.00,0.00,true,0,false,false,false
105,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,1119.29,0.00,1119.29,0.00,0.00,1119.29,false,0,false,false,false
106,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,4048.10,4048.10,0.00,0.00,0.00,0.00,true,2,false,false,false
107,clean,clean,IMPS,BANK_TRANSFER,4585.69,4585.69,0.00,0.00,0.00,0.00,true,0,false,false,false
108,clean,clean,UPI,UPI,4484.25,4484.25,0.00,0.00,0.00,0.00,true,0,false,false,false
109,clean,clean,UPI,UPI,2633.07,2633.07,0.00,0.00,0.00,0.00,true,0,false,false,false
110,clean_delay_2d,clean_delay,UPI,UPI,2475.47,2475.47,0.00,0.00,0.00,0.00,true,2,false,false,false
111,ref_stress_clean,ref_stress,IMPS,BANK_TRANSFER,3185.47,3185.47,0.00,0.00,0.00,0.00,true,1,true,true,false
112,clean_delay_2d,clean_delay,UPI,UPI,1442.94,1442.94,0.00,0.00,0.00,0.00,true,2,false,false,false
113,unmatched_intent,unmatched,UPI,UPI,2829.40,0.00,2829.40,0.00,0.00,2829.40,false,0,false,false,false
114,clean,clean,UPI,UPI,4730.50,4730.50,0.00,0.00,0.00,0.00,true,0,false,false,false
115,clean,clean,IMPS,BANK_TRANSFER,1819.71,1819.71,0.00,0.00,0.00,0.00,true,0,false,false,false
116,ref_stress_clean,ref_stress,IMPS,BANK_TRANSFER,1078.65,1078.65,0.00,0.00,0.00,0.00,true,1,true,true,false
117,unmatched_intent,unmatched,UPI,UPI,1332.45,0.00,1332.45,0.00,0.00,1332.45,false,0,false,false,false
118,under_settle_15,under,UPI,UPI,4506.66,3830.66,0.00,676.00,0.00,676.00,true,2,false,false,false
119,clean_delay_5d,clean_delay,UPI,UPI,2260.28,2260.28,0.00,0.00,0.00,0.00,true,5,false,false,false
120,under_settle_08,under,IMPS,BANK_TRANSFER,252.42,232.23,0.00,20.19,0.00,20.19,true,1,false,false,false
121,under_settle_08,under,IMPS,BANK_TRANSFER,1697.10,1561.33,0.00,135.77,0.00,135.77,true,1,false,false,false
122,under_settle_15,under,UPI,UPI,4313.07,3666.11,0.00,646.96,0.00,646.96,true,2,false,false,false
123,clean,clean,UPI,UPI,3975.02,3975.02,0.00,0.00,0.00,0.00,true,0,false,false,false
124,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,2910.80,0.00,2910.80,0.00,0.00,2910.80,false,0,false,false,false
125,unmatched_intent,unmatched,UPI,UPI,4233.65,0.00,4233.65,0.00,0.00,4233.65,false,0,false,false,false
126,clean_delay_2d,clean_delay,UPI,UPI,4411.65,4411.65,0.00,0.00,0.00,0.00,true,2,false,false,false
127,under_settle_08,under,IMPS,BANK_TRANSFER,2267.30,2085.92,0.00,181.38,0.00,181.38,true,1,false,false,false
128,clean,clean,UPI,UPI,339.59,339.59,0.00,0.00,0.00,0.00,true,0,false,false,false
129,under_settle_15_ref_stress,under_ref_stress,UPI,UPI,2361.02,2006.87,0.00,354.15,0.00,354.15,true,4,true,false,false
130,clean,clean,IMPS,BANK_TRANSFER,4756.47,4756.47,0.00,0.00,0.00,0.00,true,0,false,false,false
131,clean,clean,UPI,UPI,3564.73,3564.73,0.00,0.00,0.00,0.00,true,0,false,false,false
132,ref_stress_clean,ref_stress,IMPS,BANK_TRANSFER,3843.52,3843.52,0.00,0.00,0.00,0.00,true,1,true,true,false
133,under_settle_15_ref_stress,under_ref_stress,UPI,UPI,3138.04,2667.33,0.00,470.71,0.00,470.71,true,4,true,false,false
134,under_settle_15,under,UPI,UPI,3119.21,2651.33,0.00,467.88,0.00,467.88,true,2,false,false,false
135,clean,clean,UPI,UPI,4118.40,4118.40,0.00,0.00,0.00,0.00,true,0,false,false,false
136,unmatched_intent,unmatched,UPI,UPI,3817.50,0.00,3817.50,0.00,0.00,3817.50,false,0,false,false,false
137,clean,clean,IMPS,BANK_TRANSFER,4992.85,4992.85,0.00,0.00,0.00,0.00,true,0,false,false,false
138,under_settle_08,under,IMPS,BANK_TRANSFER,1347.85,1240.02,0.00,107.83,0.00,107.83,true,1,false,false,false
139,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,2058.03,2058.03,0.00,0.00,0.00,0.00,true,2,false,false,false
140,unmatched_intent,unmatched,UPI,UPI,3187.58,0.00,3187.58,0.00,0.00,3187.58,false,0,false,false,false
141,under_settle_15,under,UPI,UPI,1634.99,1389.74,0.00,245.25,0.00,245.25,true,2,false,false,false
142,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,575.19,575.19,0.00,0.00,0.00,0.00,true,2,false,false,false
143,clean,clean,IMPS,BANK_TRANSFER,4415.64,4415.64,0.00,0.00,0.00,0.00,true,0,false,false,false
144,clean,clean,IMPS,BANK_TRANSFER,2235.09,2235.09,0.00,0.00,0.00,0.00,true,0,false,false,false
145,clean,clean,UPI,UPI,2563.32,2563.32,0.00,0.00,0.00,0.00,true,0,false,false,false
146,clean_delay_2d,clean_delay,UPI,UPI,3503.21,3503.21,0.00,0.00,0.00,0.00,true,2,false,false,false
147,clean,clean,IMPS,BANK_TRANSFER,676.43,676.43,0.00,0.00,0.00,0.00,true,0,false,false,false
148,clean_delay_2d,clean_delay,UPI,UPI,2600.03,2600.03,0.00,0.00,0.00,0.00,true,2,false,false,false
149,under_settle_30,under,UPI,UPI,1541.16,1078.81,0.00,462.35,0.00,462.35,true,3,false,false,false
150,clean,clean,IMPS,BANK_TRANSFER,3763.72,3763.72,0.00,0.00,0.00,0.00,true,0,false,false,false
151,under_settle_08,under,IMPS,BANK_TRANSFER,2907.40,2674.81,0.00,232.59,0.00,232.59,true,1,false,false,false
152,ref_stress_clean,ref_stress,IMPS,BANK_TRANSFER,611.01,611.01,0.00,0.00,0.00,0.00,true,1,true,true,false
153,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,3303.06,0.00,3303.06,0.00,0.00,3303.06,false,0,false,false,false
154,unmatched_intent,unmatched,UPI,UPI,3553.58,0.00,3553.58,0.00,0.00,3553.58,false,0,false,false,false
155,unmatched_intent,unmatched,UPI,UPI,3771.81,0.00,3771.81,0.00,0.00,3771.81,false,0,false,false,false
156,clean,clean,IMPS,BANK_TRANSFER,4487.13,4487.13,0.00,0.00,0.00,0.00,true,0,false,false,false
157,under_settle_15,under,UPI,UPI,4659.14,3960.27,0.00,698.87,0.00,698.87,true,2,false,false,false
158,ref_stress_clean,ref_stress,IMPS,BANK_TRANSFER,634.83,634.83,0.00,0.00,0.00,0.00,true,1,true,true,false
159,clean_delay_2d,clean_delay,UPI,UPI,4425.40,4425.40,0.00,0.00,0.00,0.00,true,2,false,false,false
160,unmatched_intent,unmatched,UPI,UPI,1765.92,0.00,1765.92,0.00,0.00,1765.92,false,0,false,false,false
161,clean,clean,UPI,UPI,3918.12,3918.12,0.00,0.00,0.00,0.00,true,0,false,false,false
162,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,1952.56,1952.56,0.00,0.00,0.00,0.00,true,2,false,false,false
163,clean,clean,UPI,UPI,1513.24,1513.24,0.00,0.00,0.00,0.00,true,0,false,false,false
164,clean_delay_2d,clean_delay,UPI,UPI,1040.32,1040.32,0.00,0.00,0.00,0.00,true,2,false,false,false
165,under_settle_08,under,IMPS,BANK_TRANSFER,1335.42,1228.59,0.00,106.83,0.00,106.83,true,1,false,false,false
166,ref_stress_clean,ref_stress,IMPS,BANK_TRANSFER,4399.32,4399.32,0.00,0.00,0.00,0.00,true,1,true,true,false
167,unmatched_intent,unmatched,UPI,UPI,667.67,0.00,667.67,0.00,0.00,667.67,false,0,false,false,false
168,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,4460.41,0.00,4460.41,0.00,0.00,4460.41,false,0,false,false,false
169,clean,clean,IMPS,BANK_TRANSFER,2563.51,2563.51,0.00,0.00,0.00,0.00,true,0,false,false,false
170,clean,clean,IMPS,BANK_TRANSFER,2502.18,2502.18,0.00,0.00,0.00,0.00,true,0,false,false,false
171,clean,clean,UPI,UPI,2790.64,2790.64,0.00,0.00,0.00,0.00,true,0,false,false,false
172,clean,clean,UPI,UPI,2568.69,2568.69,0.00,0.00,0.00,0.00,true,0,false,false,false
173,clean_delay_2d,clean_delay,UPI,UPI,1555.39,1555.39,0.00,0.00,0.00,0.00,true,2,false,false,false
174,unmatched_intent,unmatched,UPI,UPI,2282.33,0.00,2282.33,0.00,0.00,2282.33,false,0,false,false,false
175,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,4151.66,0.00,4151.66,0.00,0.00,4151.66,false,0,false,false,false
176,under_settle_08,under,UPI,UPI,3512.36,3231.37,0.00,280.99,0.00,280.99,true,1,false,false,false
177,unmatched_intent,unmatched,UPI,UPI,3119.21,0.00,3119.21,0.00,0.00,3119.21,false,0,false,false,false
178,clean,clean,UPI,UPI,2082.00,2082.00,0.00,0.00,0.00,0.00,true,0,false,false,false
179,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,1252.14,1252.14,0.00,0.00,0.00,0.00,true,2,false,false,false
180,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,4024.42,4024.42,0.00,0.00,0.00,0.00,true,2,false,false,false
181,clean,clean,UPI,UPI,3667.96,3667.96,0.00,0.00,0.00,0.00,true,0,false,false,false
182,clean_delay_5d,clean_delay,IMPS,BANK_TRANSFER,673.23,673.23,0.00,0.00,0.00,0.00,true,5,false,false,false
183,clean,clean,IMPS,BANK_TRANSFER,2159.06,2159.06,0.00,0.00,0.00,0.00,true,0,false,false,false
184,ref_stress_clean,ref_stress,UPI,UPI,1300.74,1300.74,0.00,0.00,0.00,0.00,true,1,true,true,false
185,under_settle_30,under,UPI,UPI,2122.55,1485.79,0.00,636.76,0.00,636.76,true,3,false,false,false
186,clean_delay_2d,clean_delay,UPI,UPI,662.37,662.37,0.00,0.00,0.00,0.00,true,2,false,false,false
187,ref_stress_clean,ref_stress,UPI,UPI,2388.70,2388.70,0.00,0.00,0.00,0.00,true,1,true,true,false
188,under_settle_15,under,IMPS,BANK_TRANSFER,4682.37,3980.01,0.00,702.36,0.00,702.36,true,2,false,false,false
189,under_settle_30,under,UPI,UPI,1274.87,892.41,0.00,382.46,0.00,382.46,true,3,false,false,false
190,clean,clean,IMPS,BANK_TRANSFER,3599.06,3599.06,0.00,0.00,0.00,0.00,true,0,false,false,false
191,clean_delay_2d,clean_delay,UPI,UPI,2873.88,2873.88,0.00,0.00,0.00,0.00,true,2,false,false,false
192,under_settle_30,under,UPI,UPI,3062.53,2143.77,0.00,918.76,0.00,918.76,true,3,false,false,false
193,clean,clean,IMPS,BANK_TRANSFER,193.77,193.77,0.00,0.00,0.00,0.00,true,0,false,false,false
194,clean,clean,IMPS,BANK_TRANSFER,2828.69,2828.69,0.00,0.00,0.00,0.00,true,0,false,false,false
195,under_settle_08,under,IMPS,BANK_TRANSFER,170.22,156.60,0.00,13.62,0.00,13.62,true,1,false,false,false
196,under_settle_08,under,IMPS,BANK_TRANSFER,3504.42,3224.07,0.00,280.35,0.00,280.35,true,1,false,false,false
197,under_settle_15,under,UPI,UPI,3979.30,3382.41,0.00,596.89,0.00,596.89,true,2,false,false,false
198,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,1321.63,1321.63,0.00,0.00,0.00,0.00,true,2,false,false,false
199,clean,clean,IMPS,BANK_TRANSFER,1441.17,1441.17,0.00,0.00,0.00,0.00,true,0,false,false,false
200,clean_delay_2d,clean_delay,UPI,UPI,366.10,366.10,0.00,0.00,0.00,0.00,true,2,false,false,false
201,clean,clean,IMPS,BANK_TRANSFER,4768.30,4768.30,0.00,0.00,0.00,0.00,true,0,false,false,false
202,clean_delay_2d,clean_delay,UPI,UPI,3028.43,3028.43,0.00,0.00,0.00,0.00,true,2,false,false,false
203,unmatched_intent,unmatched,UPI,UPI,4526.76,0.00,4526.76,0.00,0.00,4526.76,false,0,false,false,false
204,unmatched_intent,unmatched,UPI,UPI,1404.06,0.00,1404.06,0.00,0.00,1404.06,false,0,false,false,false
205,clean,clean,IMPS,BANK_TRANSFER,3692.60,3692.60,0.00,0.00,0.00,0.00,true,0,false,false,false
206,clean_delay_5d,clean_delay,IMPS,BANK_TRANSFER,675.97,675.97,0.00,0.00,0.00,0.00,true,5,false,false,false
207,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,3396.27,3396.27,0.00,0.00,0.00,0.00,true,2,false,false,false
208,clean,clean,UPI,UPI,1114.22,1114.22,0.00,0.00,0.00,0.00,true,0,false,false,false
209,ref_stress_clean,ref_stress,UPI,UPI,360.60,360.60,0.00,0.00,0.00,0.00,true,1,true,true,false
210,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,3950.59,0.00,3950.59,0.00,0.00,3950.59,false,0,false,false,false
211,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,3216.91,3216.91,0.00,0.00,0.00,0.00,true,2,false,false,false
212,clean,clean,UPI,UPI,2896.18,2896.18,0.00,0.00,0.00,0.00,true,0,false,false,false
213,under_settle_30,under,IMPS,BANK_TRANSFER,1070.81,749.57,0.00,321.24,0.00,321.24,true,3,false,false,false
214,clean_delay_2d,clean_delay,UPI,UPI,173.40,173.40,0.00,0.00,0.00,0.00,true,2,false,false,false
215,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,3819.11,0.00,3819.11,0.00,0.00,3819.11,false,0,false,false,false
216,ref_stress_clean,ref_stress,UPI,UPI,4409.55,4409.55,0.00,0.00,0.00,0.00,true,1,true,true,false
217,unmatched_intent,unmatched,UPI,UPI,2205.82,0.00,2205.82,0.00,0.00,2205.82,false,0,false,false,false
218,under_settle_30,under,IMPS,BANK_TRANSFER,761.30,532.91,0.00,228.39,0.00,228.39,true,3,false,false,false
219,under_settle_08,under,IMPS,BANK_TRANSFER,965.92,888.65,0.00,77.27,0.00,77.27,true,1,false,false,false
220,clean_delay_2d,clean_delay,UPI,UPI,2672.33,2672.33,0.00,0.00,0.00,0.00,true,2,false,false,false
221,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,3467.28,0.00,3467.28,0.00,0.00,3467.28,false,0,false,false,false
222,under_settle_15,under,IMPS,BANK_TRANSFER,1569.53,1334.10,0.00,235.43,0.00,235.43,true,2,false,false,false
223,clean,clean,UPI,UPI,972.57,972.57,0.00,0.00,0.00,0.00,true,0,false,false,false
224,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,4736.55,0.00,4736.55,0.00,0.00,4736.55,false,0,false,false,false
225,clean,clean,UPI,UPI,1551.92,1551.92,0.00,0.00,0.00,0.00,true,0,false,false,false
226,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,930.15,0.00,930.15,0.00,0.00,930.15,false,0,false,false,false
227,clean,clean,UPI,UPI,4235.66,4235.66,0.00,0.00,0.00,0.00,true,0,false,false,false
228,clean_delay_5d,clean_delay,UPI,UPI,2163.01,2163.01,0.00,0.00,0.00,0.00,true,5,false,false,false
