row_id,synthetic_flag,parent_batch_id,batch_id,scenario_family,batch_template,generation_version,sample_weight,batch_total_intended_amount_minor,batch_intent_count,batch_avg_amount_minor,batch_max_amount_minor,batch_min_amount_minor,batch_amount_stddev,batch_same_beneficiary_amount_density,batch_max_pair_count,client_payout_ref_coverage_rate,currency,source_system,rail,created_hour,created_day_of_week,weekend_flag,intent_type,parse_success_rate,mapping_confidence_score,required_field_completeness_rate,canonicalization_error_rate,missing_required_field_rate,unknown_column_count,invalid_amount_rate,invalid_beneficiary_rate,provider_key,provider_missing_provider_ref_rate,provider_missing_client_ref_rate,provider_settlement_delay_p50_days,provider_settlement_delay_p95_days,settlement_delay_p50_days,settlement_delay_p95_days,predicted_leakage_rate,target_leakage_amount_minor
anchor::LEAK_BATCH_011,0,LEAK_BATCH_011,LEAK_BATCH_011,under_heavy,under_heavy,v1,3.00,575398.817000,208,2766.340466,4992.117000,224.387000,1317.236595,0.000000,1,1.000000,INR,Razorpay,UPI,8,3,0,PAYOUT,1.000000,0.780000,0.930000,0.000000,0.000000,2,0.000000,0.000000,razorpay,0.141992,0.000000,0.000000,5.000000,0.000000,5.000000,0.050000,28769.940850
anchor::LEAK_BATCH_012,0,LEAK_BATCH_012,LEAK_BATCH_012,under_heavy,under_heavy,v1,3.00,621342.620000,245,2536.092327,4966.615000,126.234000,1456.410334,0.007894,1,1.000000,INR,Razorpay,UPI,8,4,0,PAYOUT,1.000000,0.780000,0.930000,0.000000,0.000000,2,0.000000,0.000000,razorpay,0.138765,0.000000,0.000000,5.000000,0.000000,5.000000,0.050000,31067.131000
anchor::LEAK_BATCH_013,0,LEAK_BATCH_013,LEAK_BATCH_013,mixed_leakage,mixed_leakage,v1,3.00,593106.237000,234,2534.642038,4995.693000,110.835000,1432.153204,0.000000,1,1.000000,INR,Razorpay,IMPS,8,5,1,PAYOUT,1.000000,0.780000,0.930000,0.000000,0.000000,2,0.000000,0.000000,razorpay,0.136564,0.000000,0.000000,5.000000,0.000000,5.000000,0.250000,148276.559250
anchor::LEAK_BATCH_014,0,LEAK_BATCH_014,LEAK_BATCH_014,mixed_leakage,mixed_leakage,v1,3.00,582756.009000,216,2697.944486,4909.657000,170.217000,1428.098068,0.000000,1,1.000000,INR,Razorpay,UPI,8,6,1,PAYOUT,1.000000,0.780000,0.930000,0.000000,0.000000,2,0.000000,0.000000,razorpay,0.137973,0.000000,0.000000,5.000000,0.000000,5.000000,0.220000,128206.321980
anchor::LEAK_BATCH_015,0,LEAK_BATCH_015,LEAK_BATCH_015,mixed_leakage,mixed_leakage,v1,3.00,541427.874000,213,2541.914901,4978.746000,105.433000,1390.666097,0.023166,1,1.000000,INR,Razorpay,UPI,8,0,0,PAYOUT,1.000000,0.780000,0.930000,0.000000,0.000000,2,0.000000,0.000000,razorpay,0.138023,0.000000,0.000000,5.000000,0.000000,5.000000,0.230000,124528.411020
anchor::LEAK_BATCH_016,0,LEAK_BATCH_016,LEAK_BATCH_016,mixed_leakage,mixed_leakage,v1,3.00,601242.167000,223,2696.153215,4933.295000,156.296000,1423.003579,0.005543,1,1.000000,INR,Razorpay,IMPS,8,1,0,PAYOUT,1.000000,0.780000,0.930000,0.000000,0.000000,2,0.000000,0.000000,razorpay,0.138214,0.000000,0.000000,5.000000,0.000000,5.000000,0.250000,150310.541750
anchor::LEAK_BATCH_017,0,LEAK_BATCH_017,LEAK_BATCH_017,reference_stress,reference_stress,v1,3.00,500683.674000,199,2515.998362,4959.078000,110.835000,1469.217561,0.024546,1,1.000000,INR,Razorpay,UPI,8,2,0,PAYOUT,1.000000,0.780000,0.930000,0.000000,0.000000,2,0.000000,0.000000,razorpay,0.139019,0.000000,0.000000,5.000000,0.000000,5.000000,0.060000,30041.020440
anchor::LEAK_BATCH_018,0,LEAK_BATCH_018,LEAK_BATCH_018,reference_stress,reference_stress,v1,3.00,447263.695000,187,2391.784465,4951.052000,189.575000,1353.558223,0.017447,1,1.000000,INR,Razorpay,UPI,8,3,0,PAYOUT,1.000000,0.780000,0.930000,0.000000,0.000000,2,0.000000,0.000000,razorpay,0.160101,0.000000,0.000000,5.000000,0.000000,5.000000,0.120000,53671.643400
synthetic::LEAK_BATCH_001::001,1,LEAK_BATCH_001,SYN_01_001,control_clean,control_clean,v1,1.00,502700.975224,189,2668.018577,5358.405819,164.503908,1353.634374,0.007699,1,1.000000,INR,Razorpay,UPI,9,0,0,PAYOUT,0.994278,0.924950,0.999393,0.006140,0.001679,0,0.000326,0.000000,razorpay,0.116380,0.000000,0.062800,3.749745,0.000000,3.425641,0.003487,1752.764320
synthetic::LEAK_BATCH_001::002,1,LEAK_BATCH_001,SYN_01_002,control_clean,control_clean,v1,1.00,507435.551968,202,2539.061203,4862.250666,254.295709,1285.363864,0.000000,2,0.994519,INR,Razorpay,UPI,9,0,0,PAYOUT,1.000000,0.916402,0.985774,0.003434,0.006861,0,0.000000,0.000669,razorpay,0.117320,0.000000,0.200287,4.197217,0.000000,3.691285,0.007682,3897.942962
synthetic::LEAK_BATCH_001::003,1,LEAK_BATCH_001,SYN_01_003,control_clean,control_clean,v1,1.00,468563.297226,205,2346.147900,4323.819854,214.257619,1405.081075,0.025914,2,1.000000,INR,Razorpay,UPI,7,5,1,PAYOUT,0.994118,0.950000,1.000000,0.005000,0.007620,0,0.000000,0.000000,razorpay,0.127089,0.002727,0.124793,4.018757,0.367196,3.552791,0.000000,0.000000
synthetic::LEAK_BATCH_001::004,1,LEAK_BATCH_001,SYN_01_004,control_clean,control_clean,v1,1.00,524773.893018,194,2726.724953,5112.807623,169.374350,1520.589331,0.003877,1,0.995452,INR,Razorpay,UPI,8,0,0,PAYOUT,1.000000,0.939156,1.000000,0.010000,0.002432,0,0.001815,0.002454,razorpay,0.100780,0.004113,0.000000,3.074598,0.004052,3.048092,0.000000,0.000000
synthetic::LEAK_BATCH_001::005,1,LEAK_BATCH_001,SYN_01_005,control_clean,control_clean,v1,1.00,509412.603912,192,2649.684716,5534.533368,203.793989,1248.863329,0.000951,1,1.000000,INR,Razorpay,UPI,8,0,0,PAYOUT,1.000000,0.950000,0.989718,0.003637,0.001077,1,0.000000,0.001756,razorpay,0.105065,0.001904,0.331838,3.000000,0.196577,3.131655,0.006562,3342.898161
synthetic::LEAK_BATCH_001::006,1,LEAK_BATCH_001,SYN_01_006,control_clean,control_clean,v1,1.00,448899.888186,182,2435.014929,5072.432811,192.311433,1391.576932,0.018586,1,0.999243,INR,Razorpay,UPI,7,0,0,PAYOUT,0.992853,0.950000,1.000000,0.006075,0.004283,0,0.000000,0.000000,razorpay,0.100000,0.004528,0.000000,3.105629,0.232824,3.434310,0.002725,1223.300844
synthetic::LEAK_BATCH_001::007,1,LEAK_BATCH_001,SYN_01_007,control_clean,control_clean,v1,1.00,438038.868637,186,2419.359730,4345.379264,48.387195,1441.568868,0.010323,2,1.000000,INR,Razorpay,UPI,6,4,0,PAYOUT,0.996849,0.924257,0.985362,0.002678,0.003690,1,0.001640,0.000000,razorpay,0.133365,0.003758,0.014723,3.351652,0.429056,3.601437,0.004961,2173.149237
synthetic::LEAK_BATCH_001::008,1,LEAK_BATCH_001,SYN_01_008,control_clean,control_clean,v1,1.00,467957.100483,203,2333.870780,4484.298709,92.363878,1453.665124,0.009226,1,1.000000,INR,Razorpay,UPI,9,0,0,PAYOUT,0.990833,0.950000,1.000000,0.007792,0.001854,0,0.000478,0.001083,razorpay,0.110630,0.000000,0.027073,3.416742,0.212723,3.625034,0.000674,315.599473
synthetic::LEAK_BATCH_001::009,1,LEAK_BATCH_001,SYN_01_009,control_clean,control_clean,v1,1.00,498704.767361,203,2467.627342,4798.998309,49.352547,1415.313185,0.002158,1,1.000000,INR,Razorpay,UPI,7,0,0,PAYOUT,0.988881,0.950000,0.990508,0.009451,0.000000,0,0.000549,0.001124,razorpay,0.101015,0.000245,0.000000,3.361282,0.232150,3.000000,0.006000,2992.380875
synthetic::LEAK_BATCH_001::010,1,LEAK_BATCH_001,SYN_01_010,control_clean,control_clean,v1,1.00,519976.434249,213,2405.496487,4589.754761,136.004924,1323.109531,0.011600,1,1.000000,INR,Razorpay,UPI,8,0,0,PAYOUT,0.999622,0.942507,0.999431,0.002582,0.003340,0,0.000000,0.003000,razorpay,0.101623,0.001593,0.000000,3.465089,0.103321,3.073523,0.002631,1367.812661
synthetic::LEAK_BATCH_001::011,1,LEAK_BATCH_001,SYN_01_011,control_clean,control_clean,v1,1.00,461130.920813,186,2478.961186,4835.440477,110.471097,1345.589967,0.001889,1,1.000000,INR,Razorpay,IMPS,8,3,0,PAYOUT,1.000000,0.950000,0.990297,0.005188,0.000000,0,0.003000,0.000000,razorpay,0.113943,0.008651,0.000000,3.698279,0.412848,3.033494,0.009977,4600.807907
synthetic::LEAK_BATCH_001::012,1,LEAK_BATCH_001,SYN_01_012,control_clean,control_clean,v1,1.00,443317.805970,190,2380.743662,4657.860436,243.852769,1403.958547,0.000000,1,1.000000,INR,Razorpay,UPI,9,0,0,PAYOUT,0.989936,0.936034,1.000000,0.008555,0.000000,0,0.000000,0.000000,razorpay,0.100000,0.000153,0.059003,3.000000,0.000000,3.000000,0.000000,0.000000
synthetic::LEAK_BATCH_001::013,1,LEAK_BATCH_001,SYN_01_013,control_clean,control_clean,v1,1.00,468226.916592,187,2491.625684,5485.512193,108.820213,1358.665074,0.000000,1,0.979297,INR,Razorpay,UPI,7,0,0,PAYOUT,0.986695,0.900392,0.977324,0.010000,0.002749,0,0.000433,0.000000,razorpay,0.116349,0.005238,0.556032,3.504218,0.555314,3.205074,0.000000,0.000000
synthetic::LEAK_BATCH_001::014,1,LEAK_BATCH_001,SYN_01_014,control_clean,control_clean,v1,1.00,487844.582731,190,2556.194585,4748.439734,72.838054,1314.196163,0.000000,1,1.000000,INR,Razorpay,UPI,8,0,0,PAYOUT,1.000000,0.907218,0.988739,0.006953,0.000000,1,0.000000,0.001252,razorpay,0.103139,0.000000,0.180790,3.553018,0.000000,3.217037,0.000000,0.000000
synthetic::LEAK_BATCH_001::015,1,LEAK_BATCH_001,SYN_01_015,control_clean,control_clean,v1,1.00,486268.576070,202,2412.200718,4822.936939,74.911563,1353.510393,0.000000,1,1.000000,INR,Razorpay,IMPS,9,5,1,PAYOUT,0.994231,0.932386,0.983262,0.004904,0.000000,1,0.000000,0.000000,razorpay,0.100000,0.009248,0.028909,3.009284,0.000000,3.368471,0.000000,0.000000
synthetic::LEAK_BATCH_001::016,1,LEAK_BATCH_001,SYN_01_016,control_clean,control_clean,v1,1.00,468639.772035,196,2437.289034,4498.586860,106.212343,1289.098960,0.022585,2,0.994131,INR,Razorpay,UPI,7,1,0,PAYOUT,0.985000,0.889745,1.000000,0.010000,0.001952,0,0.000000,0.000000,razorpay,0.117771,0.010000,0.000000,3.544739,0.000000,3.399197,0.018920,8866.795050
synthetic::LEAK_BATCH_001::017,1,LEAK_BATCH_001,SYN_01_017,control_clean,control_clean,v1,1.00,468529.147078,199,2427.696177,4678.557167,102.211128,1394.904200,0.001562,1,0.990451,INR,Razorpay,UPI,7,4,0,PAYOUT,1.000000,0.950000,1.000000,0.000000,0.000000,1,0.002556,0.002339,razorpay,0.100000,0.000000,0.225739,3.823108,0.041999,3.734724,0.016121,7553.004053
synthetic::LEAK_BATCH_001::018,1,LEAK_BATCH_001,SYN_01_018,control_clean,control_clean,v1,1.00,458066.878114,178,2576.428280,4825.621772,121.402075,1307.311009,0.000000,1,1.000000,INR,Razorpay,UPI,8,0,0,PAYOUT,0.990019,0.938229,0.988740,0.008484,0.003006,0,0.003000,0.000000,razorpay,0.100000,0.001311,0.018544,3.873176,0.053560,3.381815,0.018451,8451.646339
synthetic::LEAK_BATCH_001::019,1,LEAK_BATCH_001,SYN_01_019,control_clean,control_clean,v1,1.00,497757.553964,194,2583.140539,5066.478184,149.099717,1321.106692,0.019297,2,1.000000,INR,Razorpay,UPI,7,0,0,PAYOUT,0.992035,0.932748,1.000000,0.006770,0.000000,2,0.000000,0.000000,razorpay,0.100000,0.007351,0.601700,3.393419,0.034017,3.325731,0.010074,5014.431718
synthetic::LEAK_BATCH_001::020,1,LEAK_BATCH_001,SYN_01_020,control_clean,control_clean,v1,1.00,485088.752897,188,2574.695450,4806.588656,109.419632,1364.442310,0.005336,1,1.000000,INR,Razorpay,UPI,7,0,0,PAYOUT,0.992596,0.950000,0.995807,0.006293,0.010000,1,0.002046,0.000497,razorpay,0.107575,0.000000,0.165043,3.000000,0.000000,4.007242,0.002176,1055.613159
synthetic::LEAK_BATCH_002::001,1,LEAK_BATCH_002,SYN_02_001,control_clean,control_clean,v1,1.00,545505.201268,209,2563.207990,4300.450451,248.863044,1299.950453,0.000000,1,0.999516,INR,Razorpay,IMPS,7,1,0,PAYOUT,0.996799,0.947120,1.000000,0.010000,0.000000,0,0.000000,0.000000,razorpay,0.100000,0.001286,0.192014,3.000000,0.066190,3.000000,0.008259,4505.157341
synthetic::LEAK_BATCH_002::002,1,LEAK_BATCH_002,SYN_02_002,control_clean,control_clean,v1,1.00,524576.745938,202,2589.999087,4937.980910,51.799982,1428.897039,0.022490,2,0.996947,INR,Razorpay,UPI,7,1,0,PAYOUT,0.985663,0.950000,1.000000,0.010000,0.000900,0,0.000027,0.000000,razorpay,0.100000,0.000000,0.000000,3.000000,0.000000,3.000000,0.009651,5062.594573
synthetic::LEAK_BATCH_002::003,1,LEAK_BATCH_002,SYN_02_003,control_clean,control_clean,v1,1.00,488621.937804,204,2414.421152,4886.291920,155.183712,1322.792761,0.012036,1,0.993780,INR,Razorpay,UPI,9,1,0,PAYOUT,1.000000,0.933317,1.000000,0.010000,0.000000,1,0.000000,0.000000,razorpay,0.113667,0.000000,0.483031,3.220360,0.841260,3.000000,0.011682,5708.094939
synthetic::LEAK_BATCH_002::004,1,LEAK_BATCH_002,SYN_02_004,control_clean,control_clean,v1,1.00,592801.946724,226,2698.533671,5032.480619,53.970673,1331.465334,0.019704,1,1.000000,INR,Razorpay,UPI,8,5,1,PAYOUT,0.995967,0.941819,0.986847,0.003428,0.000000,1,0.000299,0.003000,razorpay,0.100000,0.000000,0.000000,3.139325,0.000000,3.128380,0.002017,1195.903837
synthetic::LEAK_BATCH_002::005,1,LEAK_BATCH_002,SYN_02_005,control_clean,control_clean,v1,1.00,521065.027600,210,2496.316067,4563.258775,56.164511,1271.506500,0.004893,1,0.994305,INR,Razorpay,UPI,6,1,0,PAYOUT,1.000000,0.944594,0.982091,0.006874,0.000000,0,0.000000,0.001704,razorpay,0.100000,0.004594,0.000000,3.000000,0.073184,3.374401,0.009187,4787.173672
synthetic::LEAK_BATCH_002::006,1,LEAK_BATCH_002,SYN_02_006,control_clean,control_clean,v1,1.00,518631.957944,211,2541.040837,4712.809284,53.281850,1444.626170,0.013801,2,1.000000,INR,Razorpay,IMPS,7,1,0,PAYOUT,0.992330,0.935777,0.977363,0.006519,0.001273,0,0.001289,0.000000,razorpay,0.100521,0.001564,0.013352,3.197768,0.031302,3.553792,0.000000,0.000000
synthetic::LEAK_BATCH_002::007,1,LEAK_BATCH_002,SYN_02_007,control_clean,control_clean,v1,1.00,463841.227243,192,2444.388283,4997.187437,110.325041,1342.315250,0.002493,1,1.000000,INR,Razorpay,IMPS,7,1,0,PAYOUT,0.993199,0.928616,0.996027,0.005781,0.001833,0,0.002742,0.000000,razorpay,0.105907,0.000000,0.000000,3.089581,0.000000,3.000000,0.003972,1842.269436
synthetic::LEAK_BATCH_002::008,1,LEAK_BATCH_002,SYN_02_008,control_clean,control_clean,v1,1.00,485330.373833,211,2394.588874,4270.534049,47.891777,1360.993885,0.029366,2,0.996326,INR,Razorpay,UPI,9,1,0,PAYOUT,1.000000,0.950000,0.989730,0.010000,0.000000,0,0.002638,0.001528,razorpay,0.108617,0.002331,0.218485,4.256889,0.404638,3.958058,0.013632,6616.014780
synthetic::LEAK_BATCH_002::009,1,LEAK_BATCH_002,SYN_02_009,control_clean,control_clean,v1,1.00,478591.539121,198,2422.755271,4555.810968,62.810702,1388.924223,0.000000,1,1.000000,INR,Razorpay,UPI,8,1,0,PAYOUT,1.000000,0.939566,1.000000,0.000000,0.000000,1,0.003000,0.000000,razorpay,0.106994,0.000254,0.027162,3.320294,0.000000,3.439421,0.008561,4097.394816
synthetic::LEAK_BATCH_002::010,1,LEAK_BATCH_002,SYN_02_010,control_clean,control_clean,v1,1.00,506713.990636,209,2468.075509,4803.404568,194.025268,1283.954723,0.014358,2,0.984469,INR,Razorpay,UPI,7,1,0,PAYOUT,1.000000,0.939637,1.000000,0.008056,0.000000,0,0.000000,0.000000,razorpay,0.121682,0.009517,0.008533,3.341705,0.238078,3.590759,0.000000,0.000000
synthetic::LEAK_BATCH_002::011,1,LEAK_BATCH_002,SYN_02_011,control_clean,control_clean,v1,1.00,484153.287214,197,2557.776369,4834.828359,85.988305,1386.717037,0.002006,1,0.990119,INR,Razorpay,UPI,7,1,0,PAYOUT,0.999006,0.946032,0.990222,0.002877,0.000000,1,0.000155,0.003000,razorpay,0.113596,0.002247,0.376934,3.000000,0.359302,3.000000,0.000000,0.000000
synthetic::LEAK_BATCH_002::012,1,LEAK_BATCH_002,SYN_02_012,control_clean,control_clean,v1,1.00,532301.893014,217,2511.133087,4505.357228,144.842245,1219.948832,0.008599,1,1.000000,INR,Razorpay,UPI,8,5,1,PAYOUT,0.994786,0.930702,1.000000,0.004432,0.006156,0,0.000000,0.000711,razorpay,0.103103,0.000000,0.453085,3.327884,0.117680,3.000000,0.000000,0.000000
synthetic::LEAK_BATCH_002::013,1,LEAK_BATCH_002,SYN_02_013,control_clean,control_clean,v1,1.00,477368.447143,188,2528.282078,4595.481454,95.445140,1336.340360,0.006484,1,0.994298,INR,Razorpay,UPI,7,1,0,PAYOUT,0.986912,0.950000,0.995994,0.010000,0.000000,0,0.000000,0.001936,razorpay,0.100000,0.006225,0.131290,3.564454,0.246132,3.636476,0.000000,0.000000
synthetic::LEAK_BATCH_002::014,1,LEAK_BATCH_002,SYN_02_014,control_clean,control_clean,v1,1.00,527913.596898,202,2707.898216,5227.198264,89.785938,1310.133177,0.002173,1,0.998062,INR,Razorpay,UPI,6,0,0,PAYOUT,0.997229,0.950000,1.000000,0.002355,0.007342,0,0.000609,0.003000,razorpay,0.100000,0.000000,0.000000,3.000000,0.000000,3.328363,0.000000,0.000000
synthetic::LEAK_BATCH_002::015,1,LEAK_BATCH_002,SYN_02_015,control_clean,control_clean,v1,1.00,532353.779301,205,2652.685861,5844.238639,53.053717,1458.855507,0.000000,1,0.998525,INR,Razorpay,IMPS,8,5,1,PAYOUT,0.991882,0.913936,0.994598,0.008810,0.000000,0,0.000000,0.002873,razorpay,0.106841,0.008723,0.145498,3.000000,0.213109,3.180441,0.000000,0.000000
synthetic::LEAK_BATCH_002::016,1,LEAK_BATCH_002,SYN_02_016,control_clean,control_clean,v1,1.00,573355.102559,214,2667.973534,5275.905927,53.359471,1376.758658,0.001321,1,1.000000,INR,Razorpay,UPI,6,5,1,PAYOUT,0.997610,0.935364,1.000000,0.002032,0.001098,2,0.000000,0.002985,razorpay,0.107311,0.006404,0.094058,3.753470,0.000000,3.368752,0.000000,0.000000
synthetic::LEAK_BATCH_002::017,1,LEAK_BATCH_002,SYN_02_017,control_clean,control_clean,v1,1.00,484831.776797,193,2514.002286,4983.953566,215.133906,1326.655372,0.014321,1,0.984547,INR,Razorpay,UPI,7,2,0,PAYOUT,1.000000,0.932007,0.984607,0.000000,0.005606,0,0.000000,0.000000,razorpay,0.104469,0.010000,0.350884,3.180116,0.072151,3.000000,0.000000,0.000000
synthetic::LEAK_BATCH_002::018,1,LEAK_BATCH_002,SYN_02_018,control_clean,control_clean,v1,1.00,566696.454991,200,2784.637666,5299.015840,55.692753,1260.881929,0.000000,1,0.976091,INR,Razorpay,IMPS,9,1,0,PAYOUT,0.994227,0.924998,1.000000,0.004907,0.005513,0,0.000000,0.000000,razorpay,0.100000,0.003542,0.151388,3.000000,0.000000,3.000000,0.000000,0.000000
synthetic::LEAK_BATCH_002::019,1,LEAK_BATCH_002,SYN_02_019,control_clean,control_clean,v1,1.00,501377.659842,193,2580.261242,5367.825641,51.605225,1293.690571,0.028702,2,1.000000,INR,Razorpay,UPI,8,1,0,PAYOUT,1.000000,0.950000,1.000000,0.002044,0.003805,0,0.000000,0.001887,razorpay,0.104721,0.003364,0.010609,3.207163,0.000000,3.000000,0.000000,0.000000
synthetic::LEAK_BATCH_002::020,1,LEAK_BATCH_002,SYN_02_020,control_clean,control_clean,v1,1.00,534093.217643,212,2543.396033,5155.968983,50.867921,1267.400745,0.013886,1,0.984760,INR,Razorpay,UPI,8,1,0,PAYOUT,0.993397,0.950000,1.000000,0.005612,0.000715,0,0.000000,0.000000,razorpay,0.100000,0.000000,0.000000,3.212547,0.000000,3.503831,0.000000,0.000000
synthetic::LEAK_BATCH_003::001,1,LEAK_BATCH_003,SYN_03_001,control_clean,control_clean,v1,1.00,515882.155814,202,2470.505256,4514.335378,166.108824,1572.244472,0.014217,1,1.000000,INR,Razorpay,UPI,9,2,0,PAYOUT,0.994847,0.950000,0.981348,0.004380,0.000000,0,0.001455,0.000000,razorpay,0.107315,0.000000,0.573359,3.000000,0.227351,3.518984,0.011351,5856.010852
synthetic::LEAK_BATCH_003::002,1,LEAK_BATCH_003,SYN_03_002,control_clean,control_clean,v1,1.00,474409.953412,178,2651.540512,4979.024596,55.182092,1469.632197,0.002649,1,0.997167,INR,Razorpay,IMPS,7,2,0,PAYOUT,1.000000,0.933052,0.993518,0.000000,0.003608,1,0.003000,0.000000,razorpay,0.107949,0.005960,0.088553,3.446099,0.145550,3.133521,0.000000,0.000000
synthetic::LEAK_BATCH_003::003,1,LEAK_BATCH_003,SYN_03_003,control_clean,control_clean,v1,1.00,574817.313905,208,2659.736885,5114.573762,53.194738,1489.693546,0.000000,1,0.994248,INR,Razorpay,UPI,9,0,0,PAYOUT,1.000000,0.931387,0.994132,0.000000,0.005367,1,0.000000,0.000000,razorpay,0.119701,0.000000,0.000000,3.347143,0.238865,3.209474,0.001586,911.618461
synthetic::LEAK_BATCH_003::004,1,LEAK_BATCH_003,SYN_03_004,control_clean,control_clean,v1,1.00,542348.140453,194,2764.419749,5276.393546,69.062181,1546.812585,0.000000,1,1.000000,INR,Razorpay,UPI,8,3,0,PAYOUT,0.998048,0.943019,1.000000,0.001889,0.000000,0,0.000000,0.001861,razorpay,0.100000,0.000000,0.000000,3.227505,0.072592,3.477596,0.001419,769.563419
